ASTEC model
Date: Mon Feb 25 13:47:45 CET 2019
Directory:  /ai43/jcd/47tuc/gong/model/gong/jan07
Model file:  man 1016192 Feb 13 2018 ./gong.l9bi.d.39c
      2482        15        25      1210
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963885508586775200E+010  8.229488819642092400E-011  4.361176902175154300E+003  2.397057311863039600E+003  8.324172437145818600E-009
  7.379456043679976100E-001  3.845999981699487800E+033  1.242581518604475200E-002  0.000000000000000000E+000  1.650031701746514900E+000
  3.932064446308945500E-001  1.003373219201502800E+000  1.685267664804880900E+008  8.905388037449614200E-001  2.567266785312472600E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.985519451661682100E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963826476839727800E+010  8.214018271227948900E-011  4.362872538543222600E+003  2.535511123556433600E+003  8.801824759835150600E-009
  7.379456043679976100E-001  3.845999981699487800E+033  1.301172550892532400E-002  0.000000000000000000E+000  1.650442544761854700E+000
  3.933877175406611000E-001  1.003206119620756700E+000  1.684158639784676100E+008  8.905388037449614200E-001  2.562594494336605300E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.926487704614257800E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963767319080198700E+010  8.197624623840175200E-011  4.364748578117361800E+003  2.682226300873508500E+003  9.307408338880621800E-009
  7.379456043679976100E-001  3.845999981699487800E+033  1.362540665486331900E-002  0.000000000000000000E+000  1.650813718010260000E+000
  3.935500691896021100E-001  1.003055376887937300E+000  1.683161000056452500E+008  8.905388037449614200E-001  2.557272908455732200E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.867329945085144000E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963708038927124000E+010  8.180253032968581400E-011  4.366823558810589000E+003  2.837693694504065700E+003  9.842506332900011000E-009
  7.379456043679976100E-001  3.845999981699487800E+033  1.426826469498357300E-002  0.000000000000000000E+000  1.651132978673690800E+000
  3.936866004134898000E-001  1.002932196942679200E+000  1.682319265485462000E+008  8.905388037449614200E-001  2.551237433330335100E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.808049792010498000E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963648639683619700E+010  8.161845452862857400E-011  4.369117775344926500E+003  3.002432791613177900E+003  1.040878303470600000E-008
  7.379456043679976100E-001  3.845999981699487800E+033  1.494168380350244800E-002  0.000000000000000000E+000  1.651375773199683000E+000
  3.937849279196057300E-001  1.002850389204047500E+000  1.681705496006652400E+008  8.905388037449614200E-001  2.544390291760126300E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.748650548506164600E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963589124393661500E+010  8.142340508231328200E-011  4.371653412145860800E+003  3.176992905685751800E+003  1.100795823923802000E-008
  7.379456043679976100E-001  3.845999981699487800E+033  1.564729462090174600E-002  0.000000000000000000E+000  1.651510484175090900E+000
  3.938315090634966200E-001  1.002813811459932500E+000  1.681383914498347600E+008  8.905388037449614200E-001  2.536589958922552800E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.689135258547973600E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963529496257385300E+010  8.121673502868438800E-011  4.374454678396496100E+003  3.361953092717426000E+003  1.164181714763734400E-008
  7.379456043679976100E-001  3.845999981699487800E+033  1.638693805302236100E-002  0.000000000000000000E+000  1.651547665777745700E+000
  3.938317506763899800E-001  1.002816748292271000E+000  1.681322787209548400E+008  8.905388037449614200E-001  2.527790273719060200E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.629507122271728500E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963469758762695300E+010  8.099776356394223400E-011  4.377547943092995400E+003  3.557922705597195100E+003  1.231220737630457400E-008
  7.379456043679976100E-001  3.845999981699487800E+033  1.716259770435106900E-002  0.000000000000000000E+000  1.651508950632180700E+000
  3.937962386470627600E-001  1.002849825850964200E+000  1.681462982123408300E+008  8.905388037449614200E-001  2.517965012892899300E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.569769627581787100E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963409915550607300E+010  8.076577461533135900E-011  4.380961867307728400E+003  3.765542664124006000E+003  1.302103423927597700E-008
  7.379456043679976100E-001  3.845999981699487800E+033  1.797636067386925200E-002  0.000000000000000000E+000  1.651427714788080700E+000
  3.937411659674304700E-001  1.002899137555978800E+000  1.681714828159392200E+008  8.905388037449614200E-001  2.507108721612083600E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.509926415493774400E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963349970241719100E+010  8.052001514421100300E-011  4.384727530118186200E+003  3.985486976097855900E+003  1.377026729152693700E-008
  7.379456043679976100E-001  3.845999981699487800E+033  1.883043766711497300E-002  0.000000000000000000E+000  1.651323967510618400E+000
  3.936768463343881500E-001  1.002954281318653200E+000  1.682019330689632300E+008  8.905388037449614200E-001  2.495183177762572100E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.449981106605529800E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963289926539544700E+010  8.025969401621930000E-011  4.388878543788881900E+003  4.218463762204734800E+003  1.456198610956254300E-008
  7.379456043679976100E-001  3.845999981699487800E+033  1.972725116244942700E-002  0.000000000000000000E+000  1.651115014332343000E+000
  3.935658858894176000E-001  1.003040060061260300E+000  1.682574479846308800E+008  8.905388037449614200E-001  2.481928267004531800E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.389937404431152300E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963229788315222200E+010  7.998398115659516000E-011  4.393451152795129000E+003  4.465216006367884800E+003  1.539830331389485000E-008
  7.379456043679976100E-001  3.845999981699487800E+033  2.066941045826289200E-002  0.000000000000000000E+000  1.650816173082802800E+000
  3.934148820151801000E-001  1.003152581210599900E+000  1.683345824867665500E+008  8.905388037449614200E-001  2.467295100304329500E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.329799180108642600E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963169559616865500E+010  7.969200714999027000E-011  4.398484310150782200E+003  4.726521930787451300E+003  1.628137345676547000E-008
  7.379456043679976100E-001  3.845999981699487800E+033  2.165982017995344400E-002  0.000000000000000000E+000  1.650471277555591900E+000
  3.932432093300709000E-001  1.003279663822542300E+000  1.684231259159036600E+008  8.905388037449614200E-001  2.451295096694889700E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.269570481752014200E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963109245030123900E+010  7.938286471872836800E-011  4.404019723254323300E+003  5.003193701621416000E+003  1.721338264049700200E-008
  7.379456043679976100E-001  3.845999981699487800E+033  2.270185930364030200E-002  0.000000000000000000E+000  1.650142063157916000E+000
  3.930781415869433200E-001  1.003404330075350100E+000  1.685086843929854600E+008  8.905388037449614200E-001  2.433977522273819900E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.209255895010376000E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.963048850589555400E+010  7.905561414008705400E-011  4.410101860116250500E+003  5.296072644505811700E+003  1.819652177369260600E-008
  7.379456043679976100E-001  3.845999981699487800E+033  2.379976846199373400E-002  0.000000000000000000E+000  1.649902859240223400E+000
  3.929525985465008300E-001  1.003505720361023400E+000  1.685737719630219600E+008  8.905388037449614200E-001  2.415415870211610600E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.148861454441833500E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.962988386028002900E+010  7.870929853907416200E-011  4.416777905407475400E+003  5.606015724320189300E+003  1.923295044905522700E-008
  7.379456043679976100E-001  3.845999981699487800E+033  2.495963733119872400E-002  0.000000000000000000E+000  1.649737716783219000E+000
  3.928602882119270900E-001  1.003583739912833800E+000  1.686210221601307400E+008  8.905388037449614200E-001  2.395469443931804100E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.088396892889404300E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.962927867821281400E+010  7.834296904670026400E-011  4.424097654322567900E+003  5.933873072727754300E+003  2.032469665136243800E-008
  7.379456043679976100E-001  3.845999981699487800E+033  2.618973870956133400E-002  0.000000000000000000E+000  1.649623740216316300E+000
  3.927912885740835700E-001  1.003644381239275000E+000  1.686556471398832200E+008  8.905388037449614200E-001  2.373977574062023900E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -3.027878686167907700E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.962867302365576200E+010  7.795558363825701700E-011  4.432113330855740100E+003  6.280575338253993300E+003  2.147394229072388800E-008
  7.379456043679976100E-001  3.845999981699487800E+033  2.748267619141228600E-002  0.000000000000000000E+000  1.649544044063492500E+000
  3.927380828774116900E-001  1.003693827601691800E+000  1.686818810032811500E+008  8.905388037449614200E-001  2.350923112580399400E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -2.967313230462646500E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.962806683001954700E+010  7.754597580182482800E-011  4.440879315840170400E+003  6.647166820279793700E+003  2.268312646479553500E-008
  7.379456043679976100E-001  3.845999981699487800E+033  2.884324037136605200E-002  0.000000000000000000E+000  1.649474240799824000E+000
  3.926897357308621300E-001  1.003741227169891100E+000  1.687059178301688700E+008  8.905388037449614200E-001  2.326197932961922600E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -2.906693866841125500E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.962746007305940200E+010  7.711295489549149300E-011  4.450451769133233900E+003  7.034713840347565600E+003  2.395461898680079100E-008
  7.379456043679976100E-001  3.845999981699487800E+033  3.027883905165132000E-002  0.000000000000000000E+000  1.649382412077393700E+000
  3.926319153151237600E-001  1.003798667752795900E+000  1.687359038952567600E+008  8.905388037449614200E-001  2.299672950028244500E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -2.846018170826721200E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.962685276971505700E+010  7.665531232714724900E-011  4.460888129806580800E+003  7.444298518603512100E+003  2.529064660439986400E-008
  7.379456043679976100E-001  3.845999981699487800E+033  3.179579473260513800E-002  0.000000000000000000E+000  1.649295083853502300E+000
  3.925779288954269200E-001  1.003854079938348000E+000  1.687643244545082200E+008  8.905388037449614200E-001  2.271368287993285300E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -2.785287836392211900E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.962624494673898300E+010  7.617180491556974800E-011  4.472246478321707400E+003  7.877033787204896700E+003  2.669339649682329700E-008
  7.379456043679976100E-001  3.845999981699487800E+033  3.339998227398669600E-002  0.000000000000000000E+000  1.649227815659216200E+000
  3.925350859976785600E-001  1.003900670106849800E+000  1.687869354764974700E+008  8.905388037449614200E-001  2.241309131633168800E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -2.724505538784790000E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.962563662434581000E+010  7.566114339037152200E-011  4.484584745676164900E+003  8.334073718032894200E+003  2.816505321628705500E-008
  7.379456043679976100E-001  3.845999981699487800E+033  3.509701084811536100E-002  0.000000000000000000E+000  1.649164693151820500E+000
  3.924954709991629300E-001  1.003944948600961700E+000  1.688080697811005100E+008  8.905388037449614200E-001  2.209487527606352200E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -2.663673299467468300E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.962502780456558200E+010  7.512198100134367200E-011  4.497959756660503400E+003  8.816623706305061200E+003  2.970781031227307800E-008
  7.379456043679976100E-001  3.845999981699487800E+033  3.689215362071959100E-002  0.000000000000000000E+000  1.649084259744182200E+000
  3.924483451725806500E-001  1.003995887981123500E+000  1.688336318390074100E+008  8.905388037449614200E-001  2.175922171547835700E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -2.602791321444702100E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.962441846480476400E+010  7.455290374010719300E-011  4.512426097960917100E+003  9.325949293716608700E+003  3.132390181626513800E-008
  7.379456043679976100E-001  3.845999981699487800E+033  3.879071724299733300E-002  0.000000000000000000E+000  1.648958495294450300E+000
  3.923796215331454800E-001  1.004065389904977000E+000  1.688713932706180200E+008  8.905388037449614200E-001  2.140657719211871600E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -2.541857345362854000E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.962380855746525600E+010  7.395242423652529500E-011  4.528034807174671200E+003  9.863381666885588900E+003  3.301559315450310000E-008
  7.379456043679976100E-001  3.845999981699487800E+033  4.079823329409179600E-002  0.000000000000000000E+000  1.648764609414350400E+000
  3.922784348724125400E-001  1.004161657274566600E+000  1.689272174155063600E+008  8.905388037449614200E-001  2.103793423578003100E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -2.480866611412048300E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.962319800703724700E+010  7.331897259323784400E-011  4.544831886157481700E+003  1.043032576183987500E+004  3.478514880878056600E-008
  7.379456043679976100E-001  3.845999981699487800E+033  4.291992415907088000E-002  0.000000000000000000E+000  1.648512234441394500E+000
  3.921506602773354200E-001  1.004277962246885100E+000  1.689976358965789700E+008  8.905388037449614200E-001  2.065552298246059800E+003
  0.000000000000000000E+000  1.807966567357566200E-002 -2.419811568611145000E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.783088027583042900E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423168588173680700E-003  9.426916212000013500E-003
  6.962258671065135200E+010  7.265088913383409300E-011  4.562856651736171400E+003  1.102826691533167700E+004  3.663494458810554900E-008
  7.379456043679976100E-001  3.845999981699487800E+033  4.516155319422000100E-002  0.000000000000000000E+000  1.648209004977001500E+000
