ASTEC model
Date: Tue Dec 15 15:15:41 CET 2020
Directory:  /ai43/jcd/47tuc/gong/model/gong/jan07
Model file:  man 1015872 Aug 19 2009 ./gong.l9bi.d.02c
      2482        15        25      1210
  1.989000000000000100E+033  6.959899960348020900E+010  3.845999965429224400E+033  1.963075971810529200E-002  7.091070811816110300E-001
  1.989943916389670600E+000  2.249999860586456600E+000  6.172840271130624600E-003  1.000000000000000000E+000  1.000000000000000000E+000
 -1.364082415601728500E+002 -1.620906895385762400E+002  4.600000019239123300E+009  5.777506281942685700E+003  6.672320000000000600E-008
  6.964855004623640400E+010  8.396471547424121900E-011  4.348194791906469600E+003  9.495003253733667600E+002  3.306022149460345700E-009
  7.372944861745691600E-001  3.845999965429224400E+033  5.770855290560548800E-003  0.000000000000000000E+000  1.640691172360527300E+000
  3.890925988350316100E-001  1.007572546569409000E+000  1.710793253166992100E+008  8.901939335785602500E-001  2.592698867062857500E+003
  0.000000000000000000E+000  1.806371615762136800E-002 -4.955044275619506800E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007030575264783100E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563684100E-003  9.427978008010430900E-003
  6.964800253077310200E+010  8.390782747426377500E-011  4.348490546128218700E+003  1.000410019291810600E+003  3.483314323678422000E-009
  7.372944861745691600E-001  3.845999965429224400E+033  6.028709622477861900E-003  0.000000000000000000E+000  1.641346534846136000E+000
  3.893834002376797000E-001  1.007214437340307400E+000  1.708775947648793800E+008  8.901939335785602500E-001  2.592934767284069900E+003
  0.000000000000000000E+000  1.806371615762136800E-002 -4.900292729289245600E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007030575264783100E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563684100E-003  9.427978008010430900E-003
  6.964745075137397800E+010  8.384741008239879900E-011  4.348818560792559800E+003  1.054478437827391900E+003  3.671575024759236600E-009
  7.372944861745691600E-001  3.845999965429224400E+033  6.299683465920281900E-003  0.000000000000000000E+000  1.641981347910042900E+000
  3.896609459174253900E-001  1.006866474670587100E+000  1.706839783408546400E+008  8.901939335785602500E-001  2.592995119735551300E+003
  0.000000000000000000E+000  1.806371615762136800E-002 -4.845114789376831100E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007030575264783100E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563684100E-003  9.427978008010430900E-003
  6.964689502191668700E+010  8.378325986686499800E-011  4.349182334683367100E+003  1.111887647455078600E+003  3.871427862122664700E-009
  7.372944861745691600E-001  3.845999965429224400E+033  6.584359556745915600E-003  0.000000000000000000E+000  1.642601776825801000E+000
  3.899293540375146600E-001  1.006531163213578700E+000  1.704971548134248900E+008  8.901939335785602500E-001  2.592901097468695300E+003
  0.000000000000000000E+000  1.806371615762136800E-002 -4.789541843647766100E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007030575264783100E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563684100E-003  9.427978008010430900E-003
  6.964633563381767300E+010  8.371516118796213900E-011  4.349585741403910100E+003  1.172830638744251900E+003  4.083531134284326700E-009
  7.372944861745691600E-001  3.845999965429224400E+033  6.883342076053845300E-003  0.000000000000000000E+000  1.643218251127573500E+000
  3.901952025073128200E-001  1.006212061110891100E+000  1.703149704384264100E+008  8.901939335785602500E-001  2.592691031252499200E+003
  0.000000000000000000E+000  1.806371615762136800E-002 -4.733603033746337900E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007030575264783100E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563684100E-003  9.427978008010430900E-003
  6.964577285629843100E+010  8.364288540512681400E-011  4.350033068461790200E+003  1.237512036565705600E+003  4.308580020595596200E-009
  7.372944861745691600E-001  3.845999965429224400E+033  7.197262355937867100E-003  0.000000000000000000E+000  1.643842153882314900E+000
  3.904659922555747100E-001  1.005914141296670800E+000  1.701351604481634500E+008  8.901939335785602500E-001  2.592411193349802900E+003
  0.000000000000000000E+000  1.806371615762136800E-002 -4.677325281822204600E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007030575264783100E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563684100E-003  9.427978008010430900E-003
  6.964520693806617700E+010  8.356619013292385300E-011  4.350529060182323500E+003  1.306148767691762500E+003  4.547316949913104100E-009
  7.372944861745691600E-001  3.845999965429224400E+033  7.526794066269249500E-003  0.000000000000000000E+000  1.644445473287656100E+000
  3.907295368669100300E-001  1.005641460236812000E+000  1.699635957962652100E+008  8.901939335785602500E-001  2.591977115919723000E+003
  0.000000000000000000E+000  1.806371615762136800E-002 -4.620733458596801800E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007030575264783100E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563684100E-003  9.427978008010430900E-003
  6.964463810913481100E+010  8.348481847898522300E-011  4.351078964767353700E+003  1.378970741751795900E+003  4.800526032957947500E-009
  7.372944861745691600E-001  3.845999965429224400E+033  7.872645538841116900E-003  0.000000000000000000E+000  1.645021965251886000E+000
  3.909826504738785300E-001  1.005391799267935800E+000  1.698011861928814100E+008  8.901939335785602500E-001  2.591346029237318800E+003
  0.000000000000000000E+000  1.806371615762136800E-002 -4.563850565460205100E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007030575264783100E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563684100E-003  9.427978008010430900E-003
  6.964406658171028100E+010  8.339849819728600400E-011  4.351688585828535000E+003  1.456221609227777700E+003  5.069034868691489400E-009
  7.372944861745691600E-001  3.845999965429224400E+033  8.235562571767546600E-003  0.000000000000000000E+000  1.645577536864698100E+000
  3.912275331149004900E-001  1.005160607761939700E+000  1.696461531564352800E+008  8.901939335785602500E-001  2.590502634533379900E+003
  0.000000000000000000E+000  1.806371615762136800E-002 -4.506697823007202100E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007030575264783100E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563684100E-003  9.427978008010430900E-003
  6.964349255128431700E+010  8.330694081894792800E-011  4.352364338732743800E+003  1.538159539859786300E+003  5.353718011812221600E-009
  7.372944861745691600E-001  3.845999965429224400E+033  8.616333613123949500E-003  0.000000000000000000E+000  1.646122266964304700E+000
  3.914678799114857900E-001  1.004941188836688400E+000  1.694957125779138500E+008  8.901939335785602500E-001  2.589434248207607700E+003
