ASTEC model
Date: Mon Feb 25 13:47:46 CET 2019
Directory:  /ai43/jcd/47tuc/gong/model/gong/jan07
Model file:  man 1016192 Feb 13 2018 ./gong.l9bi.d.40c
      2482        15        25      1210
  1.989000000000000100E+033  6.959900019539350900E+010  3.845999996782779400E+033  1.961679450303639700E-002  7.087245155994950100E-001
  2.012694318783439400E+000  2.249999860586456600E+000  6.172840271130624600E-003  1.000000000000000000E+000  1.000000000000000000E+000
 -1.366022580863930500E+002 -1.623595631711448600E+002  4.600000019185092000E+009  5.777506269149848800E+003  6.672320000000000600E-008
  6.964856120867337000E+010  8.402251873776791100E-011  4.348194800715174100E+003  9.500264779690418200E+002  3.308460161020721300E-009
  7.368924790551553100E-001  3.845999996782779400E+033  5.767655494203324100E-003  0.000000000000000000E+000  1.659543976386397100E+000
  3.964313642224563900E-001  1.005165005543139100E+000  1.674861042264902600E+008  8.899810022123284500E-001  2.635926907443245500E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.956101327986145000E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964801378228582800E+010  8.396559869717348900E-011  4.348490554937522600E+003  1.000964822084163900E+003  3.485802323438584900E-009
  7.368924790551553100E-001  3.845999996782779400E+033  6.025263373198966800E-003  0.000000000000000000E+000  1.659391203424226600E+000
  3.963827768844661000E-001  1.005040484371406500E+000  1.674768836237442800E+008  8.899810022123284500E-001  2.634430778715167000E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.901358689231872600E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964746207078979500E+010  8.390514626124080200E-011  4.348818569602527500E+003  1.055064577849813100E+003  3.674114838157378600E-009
  7.368924790551553100E-001  3.845999996782779400E+033  6.295978762500076800E-003  0.000000000000000000E+000  1.659218526637071800E+000
  3.963243762673283000E-001  1.004928595564573500E+000  1.674742122351027100E+008  8.899810022123284500E-001  2.632789635268913600E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.846187539628601100E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964690638873568700E+010  8.384095781829114300E-011  4.349182343494072500E+003  1.112507973081928000E+003  3.874023420218648000E-009
  7.368924790551553100E-001  3.845999996782779400E+033  6.580386692319984900E-003  0.000000000000000000E+000  1.659024798597512800E+000
  3.962556926256234900E-001  1.004829374228715100E+000  1.674782858934325000E+008  8.899810022123284500E-001  2.630989065254740100E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.790619334217834500E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964634702894177200E+010  8.377281757848930700E-011  4.349585750215432200E+003  1.173488133291996100E+003  4.086190063681746400E-009
  7.368924790551553100E-001  3.845999996782779400E+033  6.879095787158041900E-003  0.000000000000000000E+000  1.658808777168238300E+000
  3.961762215243125900E-001  1.004742843753436300E+000  1.674893133015031200E+008  8.899810022123284500E-001  2.629013221432057000E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.734683354826355000E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964578426299594100E+010  8.370049680307515500E-011  4.350033077274214500E+003  1.238209772022612700E+003  4.311315102513868900E-009
  7.368924790551553100E-001  3.845999996782779400E+033  7.192743624062788100E-003  0.000000000000000000E+000  1.658572134334769700E+000
  3.960865921864194500E-001  1.004668981000906400E+000  1.675070151537641900E+008  8.899810022123284500E-001  2.626852366355135900E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.678406760243225100E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964521834213522300E+010  8.362375302230839500E-011  4.350529068995757400E+003  1.306889890988117700E+003  4.550139324335526200E-009
  7.368924790551553100E-001  3.845999996782779400E+033  7.522000498384628700E-003  0.000000000000000000E+000  1.658317274034967400E+000
  3.959877161390062400E-001  1.004607746464229800E+000  1.675309897638300700E+008  8.899810022123284500E-001  2.624497162589526900E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.621814674171447800E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964464949833374000E+010  8.354232923125080900E-011  4.351078973581901700E+003  1.379758500569507800E+003  4.803446190546269400E-009
  7.368924790551553100E-001  3.845999996782779400E+033  7.867572794999101000E-003  0.000000000000000000E+000  1.658039885605480500E+000
  3.958778976920183100E-001  1.004559185021076000E+000  1.675619556932440400E+008  8.899810022123284500E-001  2.621919605320974400E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.564930294023132300E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964407794548617600E+010  8.345595305731982800E-011  4.351688594644317200E+003  1.457059364375048700E+003  5.072063800066400600E-009
  7.368924790551553100E-001  3.845999996782779400E+033  8.230205925420789500E-003  0.000000000000000000E+000  1.657738961476613800E+000
  3.957567257103856200E-001  1.004523298899321600E+000  1.676000808715536300E+008  8.899810022123284500E-001  2.619098389533382500E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.507775009266662600E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964350388062995900E+010  8.336433589749193200E-011  4.352364347549891100E+003  1.539050771987384000E+003  5.356867068731792200E-009
  7.368924790551553100E-001  3.845999996782779400E+033  8.610687720241240500E-003  0.000000000000000000E+000  1.657413437929668300E+000
  3.956237682530913100E-001  1.004500092492643300E+000  1.676455436619883500E+008  8.899810022123284500E-001  2.616010194839424900E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.450368523645019500E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964292748519926500E+010  8.326717202683803900E-011  4.353113320919271200E+003  1.626006337531142200E+003  5.658779916116562600E-009
  7.368924790551553100E-001  3.845999996782779400E+033  9.009852151172226300E-003  0.000000000000000000E+000  1.657062819515219700E+000
  3.954788176448740300E-001  1.004489498402532100E+000  1.676984189089750600E+008  8.899810022123284500E-001  2.612630981494357900E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.392728980575561500E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964234892632797200E+010  8.316413768321992500E-011  4.353943343616667300E+003  1.718215818503493000E+003  5.978777838787487800E-009
  7.368924790551553100E-001  3.845999996782779400E+033  9.428584031184879600E-003  0.000000000000000000E+000  1.656691799077074600E+000
  3.953236984829177600E-001  1.004490829649149900E+000  1.677578344214745200E+008  8.899810022123284500E-001  2.608946630343384600E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.334873093446350100E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964176835805801400E+010  8.305489012107847700E-011  4.354863057557025100E+003  1.815985963251732100E+003  6.317888573862296100E-009
  7.368924790551553100E-001  3.845999996782779400E+033  9.867821902037349900E-003  0.000000000000000000E+000  1.656295927403271400E+000
  3.951566552105353900E-001  1.004504488734793400E+000  1.678245894509415900E+008  8.899810022123284500E-001  2.604919170159727900E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.276816266450500500E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964118592252851900E+010  8.293906664532636700E-011  4.355881996633510400E+003  1.919641376207542200E+003  6.677195289852544700E-009
  7.368924790551553100E-001  3.845999996782779400E+033  1.032856513487318700E-002  0.000000000000000000E+000  1.655874494486780000E+000
  3.949774016313319400E-001  1.004530425410601800E+000  1.678987992093934100E+008  8.899810022123284500E-001  2.600516773726513700E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.218572713500976600E+007  0.000000000000000000E+000  0.000000000000000000E+000
  1.007779006349073900E-008  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563677200E-003  9.427978008010437900E-003
  6.964060175124409500E+010  8.281628364116071900E-011  4.357010672030419300E+003  2.029525386723544000E+003  7.057838066088108600E-009
  7.368924790551553100E-001  3.845999996782779400E+033  1.081187995561751900E-002  0.000000000000000000E+000  1.655426813042114600E+000
  3.947856652560569100E-001  1.004568579848569700E+000  1.679805736998505000E+008  8.899810022123284500E-001  2.595704833081096200E+003
  0.000000000000000000E+000  1.805386549137588700E-002 -4.160155585058593800E+007  0.000000000000000000E+000  0.000000000000000000E+000
