ASTEC model
Date: Mon Feb 25 13:47:42 CET 2019
Directory:  /ai43/jcd/47tuc/gong/model/gong/jan07
Model file:  man 1016192 Jan 11 13:38 ./gong.l9bi.d.15c
      2482        15        25      1210
  1.989000000000000100E+033  6.959900008577981600E+010  3.846000014107891100E+033  1.962808044457891100E-002  7.085159891338022000E-001
  1.983911558475427400E+000  2.249999860586456600E+000  6.172840271130624600E-003  1.000000000000000000E+000  1.000000000000000000E+000
 -1.362506745514284600E+002 -1.617211033734388100E+002  4.600000018950748400E+009  5.777506280205931900E+003  6.672320000000000600E-008
  6.964853060361637900E+010  8.399703672640631200E-011  4.348194858683144000E+003  9.499494399520123100E+002  3.308851447937870800E-009
  7.368863130230464100E-001  3.846000014107891100E+033  5.768123059439128100E-003  0.000000000000000000E+000  1.640697432352211700E+000
  3.890953935233879000E-001  1.007568981350047900E+000  1.710120559095891100E+008  8.899777391826317900E-001  2.593701119536840900E+003
  0.000000000000000000E+000  1.805371633965602300E-002 -4.953051783656311000E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.894436221668913500E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563659000E-003  9.427978008010458700E-003
  6.964798329796698000E+010  8.394012186585322700E-011  4.348490612909435200E+003  1.000883164077486800E+003  3.486295152808000600E-009
  7.368863130230464100E-001  3.846000014107891100E+033  6.025867126829767900E-003  0.000000000000000000E+000  1.641352365482807900E+000
  3.893859579764625300E-001  1.007210914576647900E+000  1.708105175946715800E+008  8.899777391826317900E-001  2.593935583648360500E+003
  0.000000000000000000E+000  1.805371633965602300E-002 -4.898321218716430700E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.894436221668913500E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563659000E-003  9.427978008010458700E-003
  6.964743173103799400E+010  8.387967606569407000E-011  4.348818627578813900E+003  1.054976997535528900E+003  3.674716351885658700E-009
  7.368863130230464100E-001  3.846000014107891100E+033  6.296725619377641600E-003  0.000000000000000000E+000  1.641986801723889700E+000
  3.896633168980850900E-001  1.006863012268665500E+000  1.706170725196530200E+008  8.899777391826317900E-001  2.593994787901668100E+003
  0.000000000000000000E+000  1.805371633965602300E-002 -4.843164525817871100E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.894436221668913500E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563659000E-003  9.427978008010458700E-003
  6.964687621653999300E+010  8.381549581257298300E-011  4.349182401475208300E+003  1.112413079757942100E+003  3.874739123503127300E-009
  7.368863130230464100E-001  3.846000014107891100E+033  6.581280919947117700E-003  0.000000000000000000E+000  1.642606984640405400E+000
  3.899316250303974100E-001  1.006527804966722800E+000  1.704303890705135200E+008  8.899777391826317900E-001  2.593900215556037000E+003
  0.000000000000000000E+000  1.805371633965602300E-002 -4.787613076017761200E+007  0.000000000000000000E+000  0.000000000000000000E+000
  9.894436221668913500E-009  0.000000000000000000E+000  0.000000000000000000E+000  4.423666789563659000E-003  9.427978008010458700E-003
  6.964631704571853600E+010  8.374736537950606300E-011  4.349585808201945800E+003  1.173384479388274500E+003  4.087022258263836400E-009
  7.368863130230464100E-001  3.846000014107891100E+033  6.880136927666203600E-003  0.000000000000000000E+000  1.643223449174702200E+000
  3.901975082298875800E-001  1.006208885344712600E+000  1.702483001542594400E+008  8.899777391826317900E-001  2.593690610141393800E+003
